Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
33,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,85.0,11049,Paved,,Regular,Near Flat/Level,All Public Utilities,Corner Lot,Gentle Slope,College Creek,Normal,Normal,Single-Family Detached,One Story,Very Good,Average,2007,2007,Gable,Standard Shingle,Vinyl Siding,Vinyl Siding,,0.0,Good,Average/Typical,Poured Concrete,Excellent (100+ inches),Typical,Average Exposure,Unfinished,0,Unfinished,0,1234,1234,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1234,0,0,1234,0,0,2,0,3,1,Good,7,Typical Functionality,0,,Attached,2007.0,Rough Finished,2,484,Typical/Average,Typical/Average,Paved,0,30,0,0,0,0,,,,0,1,2008,Warranty Deed - Conventional,Normal Sale,179900
34,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,70.0,10552,Paved,,Slightly Irregular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,,Normal,Normal,Single-Family Detached,One Story,Average,Average,1959,1959,Hip,Standard Shingle,Brick Face,Brick Face,,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical,No Exposure,Average Rec Room,1018,Unfinished,0,380,1398,Gas Forced Warm Air Furnace,Good,Yes,Standard Circuit Breakers & Romex,1700,0,0,1700,0,1,1,1,4,1,Good,6,Typical Functionality,1,Good - Masonry Fireplace,Attached,1959.0,Rough Finished,2,447,Typical/Average,Typical/Average,Paved,0,38,0,0,0,0,,,,0,4,2010,Warranty Deed - Conventional,Normal Sale,165500
35,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low Density,60.0,7313,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Northridge Heights,Normal,Normal,Townhouse End Unit,One Story,Excellent,Average,2005,2005,Hip,Standard Shingle,Metal Siding,Metal Siding,Brick Face,246.0,Excellent,Average/Typical,Poured Concrete,Excellent (100+ inches),Typical,No Exposure,Good Living Quarters,1153,Unfinished,0,408,1561,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1561,0,0,1561,1,0,2,0,2,1,Excellent,6,Typical Functionality,1,Good - Masonry Fireplace,Attached,2005.0,Finished,2,556,Typical/Average,Typical/Average,Paved,203,47,0,0,0,0,,,,0,8,2007,Warranty Deed - Conventional,Normal Sale,277500
36,2-STORY 1946 & NEWER,Residential Low Density,108.0,13418,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Northridge Heights,Normal,Normal,Single-Family Detached,Two Story,Very Good,Average,2004,2005,Gable,Standard Shingle,Vinyl Siding,Vinyl Siding,Stone,132.0,Good,Average/Typical,Poured Concrete,Excellent (100+ inches),Typical,Average Exposure,Unfinished,0,Unfinished,0,1117,1117,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1132,1320,0,2452,0,0,3,1,4,1,Good,9,Typical Functionality,1,Good - Masonry Fireplace,Built-In Garage,2004.0,Finished,3,691,Typical/Average,Typical/Average,Paved,113,32,0,0,0,0,,,,0,9,2006,Warranty Deed - Conventional,Normal Sale,309000
37,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,112.0,10859,Paved,,Regular,Near Flat/Level,All Public Utilities,Corner Lot,Gentle Slope,College Creek,Normal,Normal,Single-Family Detached,One Story,Average,Average,1994,1995,Gable,Standard Shingle,Vinyl Siding,Vinyl Siding,,0.0,Average/Typical,Average/Typical,Poured Concrete,Good (90-99 inches),Typical,No Exposure,Unfinished,0,Unfinished,0,1097,1097,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1097,0,0,1097,0,0,1,1,3,1,Typical/Average,6,Typical Functionality,0,,Attached,1995.0,Unfinished,2,672,Typical/Average,Typical/Average,Paved,392,64,0,0,0,0,,,,0,6,2009,Warranty Deed - Conventional,Normal Sale,145000
38,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,74.0,8532,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,,Normal,Normal,Single-Family Detached,One Story,Average,Above Average,1954,1990,Hip,Standard Shingle,Wood Siding,Wood Siding,Brick Face,650.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical,No Exposure,Average Rec Room,1213,Unfinished,0,84,1297,Gas Forced Warm Air Furnace,Good,Yes,Standard Circuit Breakers & Romex,1297,0,0,1297,0,1,1,0,3,1,Typical/Average,5,Typical Functionality,1,Average - Prefabricated Fireplace,Attached,1954.0,Finished,2,498,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,,,,0,10,2009,Warranty Deed - Conventional,Normal Sale,153000
39,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,68.0,7922,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,,Normal,Normal,Single-Family Detached,One Story,Average,Good,1953,2007,Gable,Standard Shingle,Vinyl Siding,Vinyl Siding,,0.0,Average/Typical,Good,Cinder Block,Typical (80-89 inches),Typical,No Exposure,Good Living Quarters,731,Unfinished,0,326,1057,Gas Forced Warm Air Furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1057,0,0,1057,1,0,1,0,3,1,Good,5,Typical Functionality,0,,Detached,1953.0,Unfinished,1,246,Typical/Average,Typical/Average,Paved,0,52,0,0,0,0,,,,0,1,2010,Warranty Deed - Conventional,Abnormal Sale,109000
40,DUPLEX - ALL STYLES AND AGES,Residential Low Density,65.0,6040,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Edwards,Normal,Normal,,One Story,Below Average,Average,1955,1955,Gable,Standard Shingle,Asbestos Shingles,Plywood,,0.0,Average/Typical,Average/Typical,Poured Concrete,,,,,0,,0,0,0,Gas Forced Warm Air Furnace,Average/Typical,No,60 AMP Knob & Tube Wiring,1152,0,0,1152,0,0,2,0,2,2,Fair,6,Typical Functionality,0,,,,,0,0,,,Dirt/Gravel,0,0,0,0,0,0,,,,0,6,2008,Warranty Deed - Conventional,Adjoining Land Purchase,82000
41,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,84.0,8658,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,,Normal,Normal,Single-Family Detached,One Story,Above Average,Average,1965,1965,Gable,Standard Shingle,Wood Siding,Wood Siding,Brick Face,101.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical,No Exposure,Average Rec Room,643,Unfinished,0,445,1088,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1324,0,0,1324,0,0,2,0,3,1,Typical/Average,6,Typical Functionality,1,Average - Prefabricated Fireplace,Attached,1965.0,Rough Finished,2,440,Typical/Average,Typical/Average,Paved,0,138,0,0,0,0,,Good Wood,,0,12,2006,Warranty Deed - Conventional,Abnormal Sale,160000
42,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,115.0,16905,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Timberland,Normal,Normal,Single-Family Detached,One Story,Average,Above Average,1959,1959,Gable,Standard Shingle,Vinyl Siding,Vinyl Siding,,0.0,Average/Typical,Good,Cinder Block,Typical (80-89 inches),Typical,Good Exposure,Below Average Living Quarters,967,Unfinished,0,383,1350,Gas Forced Warm Air Furnace,Good,Yes,Standard Circuit Breakers & Romex,1328,0,0,1328,0,1,1,1,2,1,Typical/Average,5,Typical Functionality,2,Good - Masonry Fireplace,Attached,1959.0,Rough Finished,1,308,Typical/Average,Typical/Average,Partial Pavement,0,104,0,0,0,0,,,,0,7,2007,Warranty Deed - Conventional,Normal Sale,170000
43,SPLIT FOYER,Residential Low Density,,9180,Paved,,Slightly Irregular,Near Flat/Level,All Public Utilities,Cul-de-sac,Gentle Slope,Sawyer West,Normal,Normal,Single-Family Detached,Split Foyer,Average,Good,1983,1983,Gable,Standard Shingle,Hard Board,Hard Board,,0.0,Average/Typical,Average/Typical,Cinder Block,Good (90-99 inches),Typical,Average Exposure,Average Living Quarters,747,Low Quality,93,0,840,Gas Forced Warm Air Furnace,Good,Yes,Standard Circuit Breakers & Romex,884,0,0,884,1,0,1,0,2,1,Good,5,Typical Functionality,0,,Attached,1983.0,Rough Finished,2,504,Typical/Average,Good,Paved,240,0,0,0,0,0,,Minimum Privacy,,0,12,2007,Warranty Deed - Conventional,Normal Sale,144000
44,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,,9200,Paved,,Slightly Irregular,Near Flat/Level,All Public Utilities,Cul-de-sac,Gentle Slope,College Creek,Normal,Normal,Single-Family Detached,One Story,Average,Above Average,1975,1980,Hip,Standard Shingle,Vinyl Siding,Vinyl Siding,,0.0,Average/Typical,Average/Typical,Cinder Block,Good (90-99 inches),Typical,Average Exposure,Low Quality,280,Below Average Living Quarters,491,167,938,Gas Forced Warm Air Furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,938,0,0,938,1,0,1,0,3,1,Typical/Average,5,Typical Functionality,0,,Detached,1977.0,Unfinished,1,308,Typical/Average,Typical/Average,Paved,145,0,0,0,0,0,,Minimum Privacy,,0,7,2008,Warranty Deed - Conventional,Normal Sale,130250
45,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,70.0,7945,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,,Normal,Normal,Single-Family Detached,One Story,Average,Above Average,1959,1959,Gable,Standard Shingle,Brick Face,Wood Siding,,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical,No Exposure,Average Living Quarters,179,Below Average Living Quarters,506,465,1150,Gas Forced Warm Air Furnace,Excellent,Yes,Fuse Box over 60 AMP,1150,0,0,1150,1,0,1,0,3,1,Typical/Average,6,Typical Functionality,0,,Attached,1959.0,Rough Finished,1,300,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,,,,0,5,2006,Warranty Deed - Conventional,Normal Sale,141000
46,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low Density,61.0,7658,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Northridge Heights,Normal,Normal,Townhouse End Unit,One Story,Excellent,Average,2005,2005,Hip,Standard Shingle,Metal Siding,Metal Siding,Brick Face,412.0,Excellent,Average/Typical,Poured Concrete,Excellent (100+ inches),Typical,No Exposure,Good Living Quarters,456,Unfinished,0,1296,1752,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1752,0,0,1752,1,0,2,0,2,1,Excellent,6,Typical Functionality,1,Good - Masonry Fireplace,Attached,2005.0,Rough Finished,2,576,Typical/Average,Typical/Average,Paved,196,82,0,0,0,0,,,,0,2,2010,Warranty Deed - Conventional,Normal Sale,319900
47,1-1/2 STORY FINISHED ALL AGES,Residential Low Density,48.0,12822,Paved,,Slightly Irregular,Near Flat/Level,All Public Utilities,Cul-de-sac,Gentle Slope,Mitchell,Normal,Normal,Single-Family Detached,One and One-Half Story (Finished),Good,Average,2003,2003,Gable,Standard Shingle,Vinyl Siding,Vinyl Siding,,0.0,Good,Average/Typical,Poured Concrete,Excellent (100+ inches),Typical,No Exposure,Good Living Quarters,1351,Unfinished,0,83,1434,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1518,631,0,2149,1,0,1,1,1,1,Good,6,Typical Functionality,1,Excellent - Exceptional Masonry Fireplace,Attached,2003.0,Rough Finished,2,670,Typical/Average,Typical/Average,Paved,168,43,0,0,198,0,,,,0,8,2009,Warranty Deed - Conventional,Abnormal Sale,239686
48,1-STORY 1946 & NEWER ALL STYLES,Floating Village Residential,84.0,11096,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Somerset,Normal,Normal,Single-Family Detached,One Story,Very Good,Average,2006,2006,Gable,Standard Shingle,Vinyl Siding,Vinyl Siding,,0.0,Good,Average/Typical,Poured Concrete,Good (90-99 inches),Typical,Average Exposure,Good Living Quarters,24,Unfinished,0,1632,1656,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1656,0,0,1656,0,0,2,0,3,1,Good,7,Typical Functionality,0,,Attached,2006.0,Rough Finished,3,826,Typical/Average,Typical/Average,Paved,0,146,0,0,0,0,,,,0,7,2007,Warranty Deed - Conventional,Normal Sale,249700
49,2 FAMILY CONVERSION - ALL STYLES AND AGES,Residential Medium Density,33.0,4456,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Old Town,Normal,Normal,,Two Story,Below Average,Average,1920,2008,Gable,Standard Shingle,Metal Siding,Metal Siding,,0.0,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical,No Exposure,Unfinished,0,Unfinished,0,736,736,Gas Forced Warm Air Furnace,Good,Yes,Standard Circuit Breakers & Romex,736,716,0,1452,0,0,2,0,2,3,Typical/Average,8,Typical Functionality,0,,,,,0,0,,,Dirt/Gravel,0,0,102,0,0,0,,,,0,6,2009,Newly Constructed,Incomplete Construction,113000
50,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,66.0,7742,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Sawyer,Normal,Normal,Single-Family Detached,One Story,Average,Good,1966,1966,Gable,Standard Shingle,Hard Board,Hard Board,,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical,No Exposure,Below Average Living Quarters,763,Unfinished,0,192,955,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,955,0,0,955,1,0,1,0,3,1,Typical/Average,6,Typical Functionality,0,,Attached,1966.0,Unfinished,1,386,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,,Minimum Privacy,,0,1,2007,Warranty Deed - Conventional,Normal Sale,127000
51,2-STORY 1946 & NEWER,Residential Low Density,,13869,Paved,,Moderately Irregular,Near Flat/Level,All Public Utilities,Corner Lot,Gentle Slope,Gilbert,Normal,Normal,Single-Family Detached,Two Story,Above Average,Above Average,1997,1997,Gable,Standard Shingle,Vinyl Siding,Vinyl Siding,,0.0,Average/Typical,Average/Typical,Poured Concrete,Good (90-99 inches),Typical,Average Exposure,Good Living Quarters,182,Unfinished,0,612,794,Gas Forced Warm Air Furnace,Good,Yes,Standard Circuit Breakers & Romex,794,676,0,1470,0,1,2,0,3,1,Typical/Average,6,Typical Functionality,0,,Attached,1997.0,Finished,2,388,Typical/Average,Typical/Average,Paved,0,75,0,0,0,0,,,,0,7,2007,Warranty Deed - Conventional,Normal Sale,177000
52,1-1/2 STORY FINISHED ALL AGES,Residential Medium Density,52.0,6240,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Brookside,Normal,Normal,Single-Family Detached,One and One-Half Story (Finished),Above Average,Above Average,1934,1950,Gable,Standard Shingle,Wood Siding,Wood Siding,,0.0,Average/Typical,Average/Typical,Poured Concrete,Typical (80-89 inches),Typical,No Exposure,Unfinished,0,Unfinished,0,816,816,Gas Forced Warm Air Furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,816,0,360,1176,0,0,1,0,3,1,Typical/Average,6,Typical Functionality,1,Good - Masonry Fireplace,Detached,1985.0,Unfinished,2,528,Typical/Average,Typical/Average,Paved,112,0,0,0,0,0,,Minimum Privacy,Shed (over 100 SF),400,9,2006,Warranty Deed - Conventional,Normal Sale,114500
53,DUPLEX - ALL STYLES AND AGES,Residential Medium Density,110.0,8472,Gravel,,Moderately Irregular,Banked,All Public Utilities,Corner Lot,Moderate Slope,Iowa DOT and Rail Road,"Within 200"" of N-S Railroad",Normal,,One Story,Average,Average,1963,1963,Gable,Standard Shingle,Wood Siding,Wood Siding,,0.0,Fair,Average/Typical,Cinder Block,Good (90-99 inches),Typical,Good Exposure,Low Quality,104,Good Living Quarters,712,0,816,Gas Forced Warm Air Furnace,Average/Typical,No,Standard Circuit Breakers & Romex,816,0,0,816,1,0,1,0,2,1,Typical/Average,5,Typical Functionality,0,,Car Port,1963.0,Unfinished,2,516,Typical/Average,Typical/Average,Paved,106,0,0,0,0,0,,,,0,5,2010,Warranty Deed - Conventional,Normal Sale,110000
54,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,68.0,50271,Paved,,Slightly Irregular,Depression,All Public Utilities,Inside Lot,Gentle Slope,Veenker,Normal,Normal,Single-Family Detached,One Story,Excellent,Average,1981,1987,Gable,Wood Shingles,Wood Shingles,,,0.0,Good,Average/Typical,Cinder Block,Excellent (100+ inches),Typical,Good Exposure,Good Living Quarters,1810,Unfinished,0,32,1842,Gas Forced Warm Air Furnace,Good,Yes,Standard Circuit Breakers & Romex,1842,0,0,1842,2,0,0,1,0,1,Good,5,Typical Functionality,1,Good - Masonry Fireplace,Attached,1981.0,Finished,3,894,Typical/Average,Typical/Average,Paved,857,72,0,0,0,0,,,,0,11,2006,Warranty Deed - Conventional,Normal Sale,385000
55,SPLIT OR MULTI-LEVEL,Residential Low Density,60.0,7134,Paved,,Regular,Banked,All Public Utilities,Inside Lot,Moderate Slope,,Normal,Normal,Single-Family Detached,Split Level,Average,Average,1955,1955,Gable,Standard Shingle,Metal Siding,Metal Siding,,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical,No Exposure,Average Living Quarters,384,Unfinished,0,0,384,Gas Forced Warm Air Furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1360,0,0,1360,0,0,1,0,3,1,Typical/Average,6,Minor Deductions 1,1,Average - Prefabricated Fireplace,Detached,1962.0,Unfinished,2,572,Typical/Average,Typical/Average,Paved,0,50,0,0,0,0,,Minimum Privacy,,0,2,2007,Warranty Deed - Conventional,Normal Sale,130000
56,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,100.0,10175,Paved,,Slightly Irregular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,,Normal,Normal,Single-Family Detached,One Story,Above Average,Average,1964,1964,Gable,Standard Shingle,Hard Board,Plywood,Brick Face,272.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical,No Exposure,Below Average Living Quarters,490,Unfinished,0,935,1425,Gas Forced Warm Air Furnace,Good,Yes,Standard Circuit Breakers & Romex,1425,0,0,1425,0,0,2,0,3,1,Typical/Average,7,Typical Functionality,1,Good - Masonry Fireplace,Attached,1964.0,Rough Finished,2,576,Typical/Average,Typical/Average,Paved,0,0,0,407,0,0,,,,0,7,2008,Warranty Deed - Conventional,Normal Sale,180500
57,2-STORY PUD - 1946 & NEWER,Floating Village Residential,24.0,2645,Paved,Paved,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Somerset,Normal,Normal,,Two Story,Very Good,Average,1999,2000,Gable,Standard Shingle,Metal Siding,Metal Siding,Brick Face,456.0,Good,Average/Typical,Poured Concrete,Good (90-99 inches),Typical,No Exposure,Good Living Quarters,649,Unfinished,0,321,970,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,983,756,0,1739,1,0,2,1,3,1,Good,7,Typical Functionality,0,,Attached,1999.0,Finished,2,480,Typical/Average,Typical/Average,Paved,115,0,0,0,0,0,,,,0,8,2009,Warranty Deed - Conventional,Abnormal Sale,172500
58,2-STORY 1946 & NEWER,Residential Low Density,89.0,11645,Paved,,Slightly Irregular,Near Flat/Level,All Public Utilities,Corner Lot,Gentle Slope,College Creek,Normal,Normal,Single-Family Detached,Two Story,Good,Average,2004,2004,Gable,Standard Shingle,Vinyl Siding,Vinyl Siding,,0.0,Good,Average/Typical,Poured Concrete,Good (90-99 inches),Typical,No Exposure,Unfinished,0,Unfinished,0,860,860,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,860,860,0,1720,0,0,2,1,3,1,Good,7,Typical Functionality,0,,Attached,2004.0,Rough Finished,2,565,Typical/Average,Typical/Average,Paved,0,70,0,0,0,0,,,,0,8,2006,Warranty Deed - Conventional,Normal Sale,196500
59,2-STORY 1946 & NEWER,Residential Low Density,66.0,13682,Paved,,Moderately Irregular,Hillside,All Public Utilities,Cul-de-sac,Gentle Slope,Stone Brook,Normal,Normal,Single-Family Detached,Two Story,Very Excellent,Average,2006,2006,Hip,Standard Shingle,Vinyl Siding,Vinyl Siding,Brick Face,1031.0,Excellent,Average/Typical,Poured Concrete,Excellent (100+ inches),Typical,Good Exposure,Unfinished,0,Unfinished,0,1410,1410,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1426,1519,0,2945,0,0,3,1,3,1,Good,10,Typical Functionality,1,Good - Masonry Fireplace,Built-In Garage,2006.0,Finished,3,641,Typical/Average,Typical/Average,Paved,192,0,37,0,0,0,,,,0,10,2006,Newly Constructed,Incomplete Construction,438780
60,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,60.0,7200,Paved,,Regular,Banked,All Public Utilities,Inside Lot,Gentle Slope,College Creek,Normal,Normal,Single-Family Detached,One Story,Average,Good,1972,1972,Gable,Standard Shingle,Hard Board,Hard Board,,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical,Average Exposure,Average Living Quarters,632,Unfinished,0,148,780,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,780,0,0,780,0,0,1,0,2,1,Typical/Average,4,Typical Functionality,0,,Detached,1973.0,Unfinished,1,352,Typical/Average,Typical/Average,Paved,196,0,0,0,0,0,,Minimum Privacy,,0,1,2008,Warranty Deed - Conventional,Normal Sale,124900
61,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,63.0,13072,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Sawyer West,Adjacent to E-W Railroad,Normal,Single-Family Detached,One Story,Above Average,Average,2004,2004,Gable,Standard Shingle,Vinyl Siding,Vinyl Siding,,0.0,Average/Typical,Average/Typical,Poured Concrete,Good (90-99 inches),Typical,No Exposure,Average Living Quarters,941,Unfinished,0,217,1158,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1158,0,0,1158,1,0,1,1,3,1,Good,5,Typical Functionality,0,,Detached,2006.0,Unfinished,2,576,Typical/Average,Typical/Average,Paved,0,50,0,0,0,0,,,,0,5,2006,Newly Constructed,Incomplete Construction,158000
